No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,DTI,FICO_Band,Utilization_Band,DTI_Band,LoanAmount_Band,Asset_Band,FICO_Imputed,Predicted_ChargeOff_Prob,Predicted_ChargeOff_Label
0,25,0,0,0,0,0,0,1,0,0,0,0,0,1217,3,2.0,0,773.0,0.2351949844024017,24760,0,0,0.0,0,,645.0,0.031219709208400646,Fair,Low (10-30%),Target (<36%),No Debt,1001-1500,645,0.00095355994,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,344,2,0.0,0,430.4,0.6023086852828643,41936,0,1,3943.1,0,,645.0,0.010263258298359404,Fair,High (60-100%),Target (<36%),Low (1K-5K),<500,645,0.00014350528,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2846,2,2.0,0,252.8,0.2459406028313092,23475,1,0,0.0,0,,,0.010768903088391906,,Low (10-30%),Target (<36%),No Debt,>2500,999,2.2960656e-05,0
0,22,0,0,0,0,0,0,1,0,0,0,0,0,1513,2,0.0,0,148.0,0.0516006317251429,46765,0,1,12209.0,0,,586.0,0.0031647599700630816,Fair,Very Low (<10%),Target (<36%),High (10K-15K),1501-2000,586,5.1027015e-05,0
1,23,0,0,0,0,0,1,0,0,1,0,0,1,137,1,2.0,1,1515.0,0.4470088034545797,48845,0,0,0.0,0,,,0.031016480704268604,,Moderate (30-60%),Target (<36%),No Debt,<500,999,0.0002455682,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1434,1,1.0,0,421.6,0.2764837372764007,43811,1,0,0.0,0,,506.0,0.009623154002419485,Poor,Low (10-30%),Target (<36%),No Debt,1001-1500,506,0.00028382166,0
0,23,0,0,0,0,0,0,1,0,0,1,1,0,1774,2,2.0,1,991.0,0.5162430199219796,49102,0,1,11476.0,1,,580.0,0.020182477292167326,Fair,Moderate (30-60%),Target (<36%),High (10K-15K),1501-2000,580,0.98585945,1
0,20,0,0,0,0,0,0,1,0,0,0,1,0,2172,0,0.0,0,291.2,0.1264455538640293,19462,0,1,9325.4,0,,595.0,0.014962491008118384,Fair,Low (10-30%),Target (<36%),Moderate (5K-10K),2001-2500,595,0.0018639384,0
0,22,0,0,1,0,0,0,0,1,0,0,1,0,399,3,1.0,0,822.0,0.2843421886036218,51900,0,0,0.0,1,,525.0,0.01583815028901734,Poor,Low (10-30%),Target (<36%),No Debt,<500,525,0.98816013,1
0,22,0,0,0,0,0,0,0,0,0,0,1,0,905,3,1.0,0,966.0,0.0767266669648036,50505,0,0,0.0,0,,531.0,0.019126819126819128,Poor,Very Low (<10%),Target (<36%),No Debt,501-1000,531,5.494143e-05,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1623,0,2.0,0,562.4,0.1036349832861611,43875,1,0,0.0,0,,,0.012818233618233617,,Low (10-30%),Target (<36%),No Debt,1501-2000,999,4.3768374e-05,0
1,20,0,0,0,0,0,1,1,0,1,0,0,0,601,3,2.0,1,1048.0,0.3405940225402353,47980,1,0,0.0,0,,,0.02184243434764485,,Moderate (30-60%),Target (<36%),No Debt,501-1000,999,0.00021994393,0
1,23,0,0,0,0,0,1,0,0,1,0,1,0,706,1,0.0,0,39.0,0.1205268567373192,30185,0,1,5460.0,0,,,0.0012920324664568495,,Low (10-30%),Target (<36%),Moderate (5K-10K),501-1000,999,0.00017159035,0
1,19,0,0,0,0,0,0,0,0,0,0,0,1,1176,1,0.0,0,348.0,0.4277489976721385,32362,1,0,0.0,0,,,0.010753352697608305,,Moderate (30-60%),Target (<36%),No Debt,1001-1500,999,0.00026711024,0
0,23,0,0,1,0,0,0,0,1,0,1,0,0,1259,0,0.0,0,218.0,0.1349706305841235,47554,1,0,0.0,1,,509.0,0.004584262102031375,Poor,Low (10-30%),Target (<36%),No Debt,1001-1500,509,0.9987361,1
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1772,3,2.0,0,400.0,0.1162996052680137,18645,0,0,0.0,0,,635.0,0.02145347278090641,Fair,Low (10-30%),Target (<36%),No Debt,1501-2000,635,0.0010339017,0
1,18,0,0,0,0,0,0,0,0,1,0,1,0,1801,2,1.0,0,448.0,0.3097706417708359,39091,0,1,12957.7,0,,,0.011460438464096594,,Moderate (30-60%),Target (<36%),High (10K-15K),1501-2000,999,0.00010410685,0
1,22,0,0,0,0,0,0,0,0,1,0,0,0,1318,2,0.0,0,98.0,0.0,44070,1,1,10023.0,0,,,0.0022237349670977988,,Very Low (<10%),Target (<36%),High (10K-15K),1001-1500,999,5.288511e-05,0
1,19,0,0,1,0,0,0,0,1,0,1,0,1,1090,3,0.0,0,788.8000000000001,0.5551877509243579,30333,1,1,6665.4,1,,,0.02600468137012495,,Moderate (30-60%),Target (<36%),Moderate (5K-10K),1001-1500,999,0.99158984,1
0,18,0,0,0,0,0,0,0,0,0,0,0,1,554,0,1.0,0,520.0,0.0931823146040887,42093,1,0,0.0,0,,535.0,0.012353597985413252,Poor,Very Low (<10%),Target (<36%),No Debt,501-1000,535,5.168059e-05,0
1,19,0,0,0,0,0,0,1,0,0,0,0,0,2419,0,2.0,0,152.8,0.2387121564858282,26204,0,0,0.0,0,,,0.005831170813616242,,Low (10-30%),Target (<36%),No Debt,2001-2500,999,8.296547e-05,0
0,25,0,0,0,0,0,0,0,0,0,0,1,1,2700,1,2.0,0,723.0,0.4009949322884875,51330,0,0,0.0,0,,676.0,0.014085330216247808,Good,Moderate (30-60%),Target (<36%),No Debt,>2500,676,0.00013242643,0
0,24,0,0,0,0,0,0,0,0,0,0,0,1,2312,2,1.0,0,404.0,0.3389352041935164,51550,0,0,0.0,0,,621.0,0.007837051406401552,Fair,Moderate (30-60%),Target (<36%),No Debt,2001-2500,621,0.00011777177,0
0,25,0,0,0,0,0,1,0,0,1,0,0,1,1053,0,1.0,0,316.0,0.3537186355443321,25460,0,0,0.0,0,,551.0,0.012411626080125688,Poor,Moderate (30-60%),Target (<36%),No Debt,1001-1500,551,0.0121523775,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,2140,3,1.0,1,88.0,0.1644331928055702,23538,0,1,15743.0,0,,503.0,0.003738635398079701,Poor,Low (10-30%),Target (<36%),Very High (>15K),2001-2500,503,0.0010382616,0
0,25,0,0,0,0,0,1,1,0,0,0,0,0,378,3,2.0,0,91.0,0.542634896487095,19976,0,1,16287.0,0,,583.0,0.004555466559871846,Fair,Moderate (30-60%),Target (<36%),Very High (>15K),<500,583,0.00042798277,0
0,20,0,0,0,0,0,1,0,0,1,0,0,1,2262,1,1.0,0,616.0,0.1675918533047277,54884,0,1,4744.599999999999,0,,556.0,0.01122367174404198,Poor,Low (10-30%),Target (<36%),Low (1K-5K),2001-2500,556,0.0005354801,0
0,23,0,0,0,0,0,0,0,0,0,0,0,1,1834,0,2.0,0,58.0,0.2203530532362423,36411,0,0,0.0,0,,579.0,0.0015929252149075829,Poor,Low (10-30%),Target (<36%),No Debt,1501-2000,579,0.001181601,0
1,18,0,0,0,0,0,1,0,0,1,0,0,0,1736,0,1.0,0,541.6,0.0,22595,1,0,0.0,0,,,0.023969904846204912,,Very Low (<10%),Target (<36%),No Debt,1501-2000,999,0.00019754464,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,603,3,0.0,0,370.0,0.686732726381775,22928,0,0,0.0,0,,595.0,0.016137473831123517,Fair,High (60-100%),Target (<36%),No Debt,501-1000,595,0.0007732136,0
0,24,0,0,0,0,0,0,0,0,0,0,1,0,1457,0,2.0,0,434.0,0.0677595403624392,24206,1,0,0.0,0,,527.0,0.017929438982070563,Poor,Very Low (<10%),Target (<36%),No Debt,1001-1500,527,0.0003530476,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,980,1,0.0,0,386.4,0.2760049632683304,51958,0,1,17054.1,0,,,0.007436775857423303,,Low (10-30%),Target (<36%),Very High (>15K),501-1000,999,0.00053109415,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,1278,2,2.0,0,370.4,0.0,28333,1,0,0.0,0,,563.0,0.013073094977587971,Poor,Very Low (<10%),Target (<36%),No Debt,1001-1500,563,0.00010853149,0
0,18,0,0,0,0,0,0,0,0,0,0,0,1,2653,2,2.0,0,151.20000000000002,0.277919088944271,27005,1,0,0.0,0,,509.0,0.0055989631549713025,Poor,Low (10-30%),Target (<36%),No Debt,>2500,509,0.0024508634,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,783,3,1.0,0,545.6,0.0821169943224972,22854,0,1,3159.1,0,,,0.023873282576354248,,Very Low (<10%),Target (<36%),Low (1K-5K),501-1000,999,6.759805e-05,0
1,24,0,0,1,0,0,0,0,0,1,1,0,1,1595,3,1.0,1,623.0,0.3163467053003413,32497,0,0,0.0,1,,,0.019171000400036928,,Moderate (30-60%),Target (<36%),No Debt,1501-2000,999,0.989569,1
0,24,0,0,1,0,0,0,1,1,0,0,1,0,2198,0,2.0,1,404.0,0.2975693616667436,24069,0,1,2354.0,0,,648.0,0.01678507623914579,Fair,Low (10-30%),Target (<36%),Low (1K-5K),2001-2500,648,0.027758498,0
0,19,0,0,0,0,0,0,1,0,0,0,0,0,1928,1,1.0,0,672.0,0.1905928390576081,35568,1,1,1799.6999999999998,0,,569.0,0.018893387314439947,Poor,Low (10-30%),Target (<36%),Low (1K-5K),1501-2000,569,0.0013677627,0
0,23,0,0,0,0,0,0,0,0,1,0,0,1,1725,1,1.0,0,751.0,0.0,53453,0,0,0.0,0,,679.0,0.014049725927450284,Good,Very Low (<10%),Target (<36%),No Debt,1501-2000,679,0.00018993969,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2097,1,1.0,0,815.0,0.4226977437476661,48766,1,0,0.0,0,,558.0,0.016712463601689702,Poor,Moderate (30-60%),Target (<36%),No Debt,2001-2500,558,0.00048104336,0
0,25,0,0,1,0,0,0,1,1,0,0,0,0,2114,0,2.0,0,998.0,0.2475976363414034,27326,0,0,0.0,0,,625.0,0.036521993705628336,Fair,Low (10-30%),Target (<36%),No Debt,2001-2500,625,0.024647335,0
0,25,0,0,0,0,0,0,0,1,0,0,0,0,2394,0,2.0,0,234.0,0.2708050764715666,33008,0,0,0.0,0,,647.0,0.007089190499272904,Fair,Low (10-30%),Target (<36%),No Debt,2001-2500,647,0.022878751,0
1,20,0,0,0,0,0,1,0,0,1,0,0,0,2821,3,1.0,0,242.4,0.2163186896850399,22133,1,0,0.0,0,,,0.010951972168255546,,Low (10-30%),Target (<36%),No Debt,>2500,999,4.8052716e-05,0
0,24,0,0,0,0,0,0,0,0,0,1,0,1,2364,0,0.0,0,170.0,0.1326706793499065,24810,1,1,6241.0,0,,527.0,0.0068520757758968156,Poor,Low (10-30%),Target (<36%),Moderate (5K-10K),2001-2500,527,0.78147715,1
1,20,0,0,0,0,0,1,1,0,0,0,0,0,2935,1,1.0,0,320.8,0.0,27003,0,1,15044.4,0,,,0.011880161463541088,,Very Low (<10%),Target (<36%),Very High (>15K),>2500,999,5.873083e-05,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,1187,1,0.0,0,24.0,0.2166980420502602,31100,0,1,19608.0,0,,607.0,0.0007717041800643086,Fair,Low (10-30%),Target (<36%),Very High (>15K),1001-1500,607,0.00022930109,0
0,20,0,0,0,0,0,1,0,0,1,0,0,0,2848,1,2.0,0,3.2,0.4054458447918951,43644,0,0,0.0,0,,607.0,7.332050224544038e-05,Fair,Moderate (30-60%),Target (<36%),No Debt,>2500,607,0.00012453753,0
1,24,0,0,0,0,0,1,0,0,0,0,0,0,180,0,1.0,0,658.0,0.5166838357613864,41065,0,0,0.0,0,,,0.016023377572141728,,Moderate (30-60%),Target (<36%),No Debt,<500,999,0.0020849719,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2526,2,0.0,0,723.2,0.1292196858439951,44084,0,1,17092.6,0,,,0.016405044914254607,,Low (10-30%),Target (<36%),Very High (>15K),>2500,999,0.0015254566,0
1,19,0,0,0,0,0,1,0,0,1,0,0,0,2605,3,2.0,1,588.8000000000001,0.5099789582889924,51953,0,0,0.0,0,,,0.011333320501222259,,Moderate (30-60%),Target (<36%),No Debt,>2500,999,0.0005114575,0
0,25,0,0,0,0,0,1,0,0,1,0,1,0,2365,3,0.0,0,39.0,0.0575016684367178,36377,0,0,0.0,0,,602.0,0.0010721060010446162,Fair,Very Low (<10%),Target (<36%),No Debt,2001-2500,602,0.0024415534,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1995,0,2.0,0,664.0,0.0156041113039183,24251,1,0,0.0,0,,544.0,0.027380314213846853,Poor,Very Low (<10%),Target (<36%),No Debt,1501-2000,544,0.00014140057,0
1,24,0,0,0,0,0,0,1,0,0,0,1,0,2485,3,1.0,1,976.0,0.3773148453755901,27000,0,0,0.0,0,,,0.03614814814814815,,Moderate (30-60%),Target (<36%),No Debt,2001-2500,999,0.00013466249,0
0,24,0,0,0,0,0,0,1,0,0,0,1,0,243,2,2.0,1,1611.0,0.1297959274321653,29682,0,0,0.0,0,,586.0,0.05427531837477259,Fair,Low (10-30%),Target (<36%),No Debt,<500,586,0.00015463252,0
0,22,0,0,0,0,0,0,0,1,1,0,1,0,176,3,2.0,0,981.0,0.4078787464271284,20081,0,0,0.0,0,,650.0,0.04885214879737065,Fair,Moderate (30-60%),Target (<36%),No Debt,<500,650,0.04399553,0
1,18,0,0,0,0,0,1,1,0,0,0,0,0,2694,1,2.0,0,97.6,0.5949705772092995,44156,1,1,5535.599999999999,0,,,0.0022103451399583295,,Moderate (30-60%),Target (<36%),Moderate (5K-10K),>2500,999,5.037541e-05,0
0,24,0,0,0,0,0,0,0,1,0,1,0,0,2542,0,1.0,0,592.0,0.3889862767676462,23765,0,0,0.0,0,,643.0,0.02491058278981696,Fair,Moderate (30-60%),Target (<36%),No Debt,>2500,643,0.012074006,0
1,20,0,0,1,0,0,0,0,0,0,0,1,0,1152,2,0.0,0,416.0,0.1455358524421527,27440,0,1,8633.8,1,50.0,,0.015160349854227406,,Low (10-30%),Target (<36%),Moderate (5K-10K),1001-1500,999,0.9992937,1
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2124,3,2.0,0,151.0,0.0079970932248926,47911,0,1,5423.0,0,,645.0,0.003151677067896725,Fair,Very Low (<10%),Target (<36%),Moderate (5K-10K),2001-2500,645,5.2166833e-05,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,1582,0,0.0,1,706.0,0.6634691400855784,20812,0,0,0.0,0,,672.0,0.03392273688256775,Good,High (60-100%),Target (<36%),No Debt,1501-2000,672,0.001793517,0
0,18,0,0,1,0,0,0,0,1,0,0,0,0,1328,0,0.0,0,160.0,0.0608424190627261,51065,1,0,0.0,0,,566.0,0.003133261529423284,Poor,Very Low (<10%),Target (<36%),No Debt,1001-1500,566,0.04566203,0
0,18,0,0,0,0,0,0,1,0,0,0,0,0,1596,2,2.0,1,913.6,0.2629206953554704,48429,0,1,16690.8,0,,576.0,0.018864729810650644,Poor,Low (10-30%),Target (<36%),Very High (>15K),1501-2000,576,0.0005330688,0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,1693,3,1.0,0,745.0,0.2534924388327692,44428,0,0,0.0,0,,,0.016768704420635636,,Low (10-30%),Target (<36%),No Debt,1501-2000,999,0.0001271161,0
1,20,0,0,0,0,0,0,1,0,0,0,0,0,2886,1,2.0,0,660.0,0.2685856954950217,18343,0,0,0.0,0,,,0.03598102818513874,,Low (10-30%),Target (<36%),No Debt,>2500,999,8.188418e-05,0
1,24,0,0,0,0,0,1,0,0,1,0,0,0,101,3,1.0,0,306.0,0.0,30485,0,0,0.0,0,,,0.010037723470559291,,Very Low (<10%),Target (<36%),No Debt,<500,999,0.0011093995,0
0,18,0,0,0,0,0,0,1,0,0,0,0,0,191,0,2.0,0,240.8,0.2408570736589794,37311,0,0,0.0,0,,544.0,0.00645386079172362,Poor,Low (10-30%),Target (<36%),No Debt,<500,544,0.00056278607,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,1833,3,3.0,0,707.0,0.1803801789228516,30838,1,0,0.0,0,,518.0,0.022926259809326156,Poor,Low (10-30%),Target (<36%),No Debt,1501-2000,518,0.00013317203,0
0,21,0,0,0,0,0,0,1,1,0,1,0,0,1679,3,1.0,0,622.4000000000001,0.0576686262126513,51246,1,0,0.0,0,,567.0,0.012145338172735436,Poor,Very Low (<10%),Target (<36%),No Debt,1501-2000,567,0.17536263,0
1,23,0,0,0,0,0,0,0,0,0,0,0,0,366,2,2.0,0,985.0,0.0431926736194942,37947,0,0,0.0,0,,,0.02595725617308351,,Very Low (<10%),Target (<36%),No Debt,<500,999,0.00022703147,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,501,3,2.0,1,1280.8000000000002,0.1029389186564959,53804,0,1,4511.5,0,,,0.02380492156716973,,Low (10-30%),Target (<36%),Low (1K-5K),501-1000,999,0.000287332,0
1,19,0,0,0,0,0,0,0,0,1,0,0,0,2398,1,1.0,0,8.0,0.4376711107301918,36192,0,0,0.0,0,,,0.00022104332449160034,,Moderate (30-60%),Target (<36%),No Debt,2001-2500,999,3.0054018e-05,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,1287,0,2.0,0,753.0,0.3865340573376515,37119,0,0,0.0,0,,524.0,0.020286106845550798,Poor,Moderate (30-60%),Target (<36%),No Debt,1001-1500,524,0.00013037362,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,1239,2,1.0,0,35.2,0.1332571669351159,40368,0,1,6969.2,0,,568.0,0.0008719778042013477,Poor,Low (10-30%),Target (<36%),Moderate (5K-10K),1001-1500,568,0.00082307815,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1263,3,0.0,1,831.2,0.5963268118909748,32206,1,0,0.0,0,,,0.025808855492765324,,Moderate (30-60%),Target (<36%),No Debt,1001-1500,999,0.0006376292,0
1,18,0,0,0,0,0,0,0,0,1,0,0,1,1049,2,1.0,1,1097.6,0.4506625950928841,40839,0,1,13321.7,0,,,0.026876270231886185,,Moderate (30-60%),Target (<36%),High (10K-15K),1001-1500,999,0.0007124575,0
0,23,0,0,1,0,0,1,0,1,0,1,0,0,1771,0,0.0,0,918.0,0.1915731752023893,26685,0,0,0.0,1,,524.0,0.034401349072512646,Poor,Low (10-30%),Target (<36%),No Debt,1501-2000,524,0.9948003,1
0,22,0,0,0,0,0,0,0,0,0,0,1,0,1110,1,0.0,0,66.0,0.346636989275172,46547,0,1,7850.0,0,,548.0,0.001417921670569532,Poor,Moderate (30-60%),Target (<36%),Moderate (5K-10K),1001-1500,548,5.8852835e-05,0
1,24,0,0,1,0,0,0,1,1,1,1,0,0,654,2,0.0,0,472.0,0.1421976515840048,24063,1,0,0.0,0,,,0.019615176827494495,,Low (10-30%),Target (<36%),No Debt,501-1000,999,0.54100156,0
1,24,0,0,0,0,0,0,0,0,1,0,1,1,2207,0,0.0,0,42.0,0.2782297899765142,46217,0,0,0.0,0,,,0.0009087565181643118,,Low (10-30%),Target (<36%),No Debt,2001-2500,999,0.000263349,0
0,21,0,0,0,0,0,0,0,1,0,1,0,0,787,3,2.0,0,45.6,0.197804179603083,39505,0,0,0.0,1,,641.0,0.0011542842678142007,Fair,Low (10-30%),Target (<36%),No Debt,501-1000,641,0.99309653,1
1,22,0,0,0,0,0,0,0,1,0,1,1,0,2910,0,0.0,0,184.0,0.3000362551506882,52907,1,1,15569.0,0,,,0.003477800669098607,,Moderate (30-60%),Target (<36%),Very High (>15K),>2500,999,0.073418215,0
0,25,0,0,0,0,0,0,0,0,1,0,1,0,2910,3,2.0,0,47.0,0.3339817764513257,37044,0,0,0.0,0,,660.0,0.0012687614728431056,Fair,Moderate (30-60%),Target (<36%),No Debt,>2500,660,1.6453036e-05,0
0,21,0,0,0,0,0,0,1,0,0,0,0,0,2256,3,2.0,0,732.8000000000001,0.064916309653221,39118,0,0,0.0,0,,602.0,0.01873306406257989,Fair,Very Low (<10%),Target (<36%),No Debt,2001-2500,602,0.00010873422,0
0,25,0,0,0,0,0,1,0,0,0,0,0,0,331,2,0.0,0,285.0,0.2858791940250663,40617,0,0,0.0,0,,620.0,0.007016766378609942,Fair,Low (10-30%),Target (<36%),No Debt,<500,620,0.00371795,0
0,24,0,0,0,0,0,1,0,0,1,0,0,0,2855,1,2.0,0,241.0,0.229674441008559,48521,0,0,0.0,0,,636.0,0.004966921539127388,Fair,Low (10-30%),Target (<36%),No Debt,>2500,636,0.000223338,0
0,22,0,0,0,0,0,1,0,1,1,1,0,0,2207,3,2.0,0,132.0,0.2160693995980865,41331,0,0,0.0,0,,506.0,0.0031937286782318356,Poor,Low (10-30%),Target (<36%),No Debt,2001-2500,506,0.99480903,1
1,22,0,0,1,0,0,1,0,1,0,0,1,1,423,3,3.0,0,862.0,0.1394323489988561,28691,0,0,0.0,0,,,0.030044264752012825,,Low (10-30%),Target (<36%),No Debt,<500,999,0.035411682,0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,1365,3,0.0,1,1148.0,0.4939771302556578,18322,1,1,18210.0,0,,,0.06265691518393189,,Moderate (30-60%),Target (<36%),Very High (>15K),1001-1500,999,0.00031229592,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1833,2,1.0,0,800.0,0.0020969605414971,23409,1,0,0.0,0,,561.0,0.03417488999957281,Poor,Very Low (<10%),Target (<36%),No Debt,1501-2000,561,9.582697e-05,0
1,21,0,0,1,0,0,0,0,1,0,1,1,1,2138,3,0.0,0,586.4,0.2051130014453476,33503,0,0,0.0,1,,,0.01750291018714742,,Low (10-30%),Target (<36%),No Debt,2001-2500,999,0.99389595,1
0,22,0,0,0,0,0,1,0,0,1,0,0,0,314,3,2.0,0,889.0,0.2633983414916311,31120,0,1,5529.0,0,,616.0,0.028566838046272493,Fair,Low (10-30%),Target (<36%),Moderate (5K-10K),<500,616,0.0001668781,0
0,19,0,0,0,0,0,0,0,1,0,1,0,1,2192,1,1.0,0,575.2,0.6189113172730365,52216,1,1,14114.8,1,,633.0,0.011015780603646393,Fair,High (60-100%),Target (<36%),High (10K-15K),2001-2500,633,0.35231686,0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,473,1,1.0,0,36.8,0.511683289373005,29917,0,0,0.0,0,,605.0,0.00123006985994585,Fair,Moderate (30-60%),Target (<36%),No Debt,<500,605,0.00021265566,0
0,24,0,0,1,0,0,0,0,1,1,1,0,0,146,2,2.0,0,82.0,0.0471923874972747,36306,0,0,0.0,0,,675.0,0.0022585798490607615,Good,Very Low (<10%),Target (<36%),No Debt,<500,675,0.03206847,0
1,21,0,0,0,0,0,0,0,0,0,0,0,1,509,3,3.0,1,136.8,0.3381365791914993,24190,1,1,9647.4,0,,,0.005655229433650269,,Moderate (30-60%),Target (<36%),Moderate (5K-10K),501-1000,999,0.00044467382,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,585,3,1.0,1,322.40000000000003,0.0420322210912654,49033,0,0,0.0,0,,663.0,0.0065751636652866445,Fair,Very Low (<10%),Target (<36%),No Debt,501-1000,663,0.00037271815,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,547,0,2.0,0,499.2000000000001,0.4635928984780706,51094,1,0,0.0,0,,641.0,0.009770227423963676,Fair,Moderate (30-60%),Target (<36%),No Debt,501-1000,641,0.001175181,0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,1605,0,2.0,0,753.0,0.2625007413378321,49657,0,1,22125.0,0,,,0.015164025212960912,,Low (10-30%),Target (<36%),Very High (>15K),1501-2000,999,0.00046331895,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1294,1,1.0,0,276.0,0.2918676026097361,54277,1,1,15734.6,0,,583.0,0.005085026806934797,Fair,Low (10-30%),Target (<36%),Very High (>15K),1001-1500,583,0.00040502244,0
1,20,0,0,0,0,0,1,0,0,0,0,0,0,976,0,2.0,1,802.4000000000001,0.3027490339873195,40954,0,1,15841.7,0,,,0.019592713776432097,,Moderate (30-60%),Target (<36%),Very High (>15K),501-1000,999,0.0010012825,0
0,23,0,0,0,0,0,1,0,1,0,0,0,0,2748,2,0.0,0,865.0,0.1788261500469501,49046,0,1,10552.0,1,,541.0,0.017636504505973982,Poor,Low (10-30%),Target (<36%),High (10K-15K),>2500,541,0.9663535,1
1,19,0,0,1,0,0,0,0,1,1,1,1,0,1665,3,2.0,1,354.40000000000003,0.162488826328498,33154,1,1,11130.7,0,,,0.010689509561440552,,Low (10-30%),Target (<36%),High (10K-15K),1501-2000,999,0.9896054,1
1,23,0,0,0,0,0,1,0,0,1,0,0,0,200,3,1.0,1,829.0,0.0,36714,0,1,18811.0,0,,,0.02257994225635997,,Very Low (<10%),Target (<36%),Very High (>15K),<500,999,0.0014307683,0
1,23,0,0,0,0,0,1,1,1,1,1,0,0,1910,3,0.0,0,251.0,0.3784509507508441,44291,1,1,14369.0,0,,,0.005667065543789935,,Moderate (30-60%),Target (<36%),High (10K-15K),1501-2000,999,0.027107991,0
0,24,0,0,0,0,0,0,0,0,0,0,0,1,1290,0,2.0,0,229.0,0.4223991319307572,39556,0,0,0.0,0,,591.0,0.00578926079482253,Fair,Moderate (30-60%),Target (<36%),No Debt,1001-1500,591,0.006411344,0
0,24,0,0,0,0,0,1,1,0,1,0,1,0,2689,3,1.0,0,744.0,0.3972916165770715,19667,0,1,16143.0,0,,530.0,0.03782986729038491,Poor,Moderate (30-60%),Target (<36%),Very High (>15K),>2500,530,0.0003993787,0
0,19,0,0,0,0,0,0,0,0,0,0,1,0,729,2,0.0,1,231.2,0.0037312607784868,44580,0,1,1509.1999999999998,0,,653.0,0.0051861821444593986,Fair,Very Low (<10%),Target (<36%),Low (1K-5K),501-1000,653,4.3233817e-05,0
0,23,0,0,1,0,0,0,0,0,0,0,1,0,2197,0,2.0,0,250.0,0.2856091250103404,26905,0,0,0.0,1,50.0,632.0,0.00929195316855603,Fair,Low (10-30%),Target (<36%),No Debt,2001-2500,632,0.99057114,1
0,20,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0.0,1,1533.6,0.2163954288831887,48995,0,0,0.0,0,,554.0,0.031301153178895806,Poor,Low (10-30%),Target (<36%),No Debt,1001-1500,554,0.00021741877,0
0,19,0,0,1,0,0,0,0,1,1,0,0,1,1970,1,1.0,0,120.0,0.2329740433684835,25375,1,1,16976.399999999998,0,,525.0,0.004729064039408867,Poor,Low (10-30%),Target (<36%),Very High (>15K),1501-2000,525,0.49660635,0
1,25,0,0,0,0,0,1,1,1,1,1,1,0,193,3,2.0,0,498.0,0.2959660738330315,26116,0,0,0.0,1,,,0.019068770102619086,,Low (10-30%),Target (<36%),No Debt,<500,999,0.9926063,1
0,23,0,0,0,0,0,1,0,0,0,0,0,1,2368,3,1.0,0,663.0,0.175730456617375,37727,0,0,0.0,0,,656.0,0.017573621014127815,Fair,Low (10-30%),Target (<36%),No Debt,2001-2500,656,0.00055793166,0
0,19,0,0,0,0,0,0,0,0,1,0,0,0,295,1,1.0,0,774.4000000000001,0.0381028139241322,40747,0,0,0.0,0,,664.0,0.019005080128598428,Fair,Very Low (<10%),Target (<36%),No Debt,<500,664,0.00013065338,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1883,3,2.0,0,589.6,0.0,34151,0,0,0.0,0,,,0.017264501771544025,,Very Low (<10%),Target (<36%),No Debt,1501-2000,999,0.00045403992,0
